tweet_id,text,favorite_count
1679323555232727040',"Beware of people who focus on your shared past instead of your shared future.

They’ll want you to repeat it.",1542
1679280775731064832',"Am I the only one who would like a rank and sort feature for podcasts? 

Most played.
Longest avg listen.

Would help people try new podcasts with the lowest risk highest reward trade: their best episodes.",1251
1679246796998975495',Better to be the man who has nothing and needs nothing than the man who has everything and needs more.,2303
1679211573489856513',"How to spot friends worth cutting: 

They only talk about your past, not your future.",3231
1679170717580165120',"Meta rolled out paid verification subscription March 17.

44M users sign up day 1. 
More now. 

Create $660M/mo recurring revenue at virtually 100% gross margins with no churn.

$7.9B added to earnings.

Trades at 30x PE ratio. 

Do the math.

Under-publicized mega money move.",1494
1679139844868526080',"The more experienced in business I become the more I associate the thrill and rush of burning the midnight oil with…shitty work and making mistakes.

Preparation is boring.
And boring makes you money.
Lots of money.",1240
1679098491912572930',"Reminder to self:

Don’t look for new solutions when your first solution hasn’t had the amount of time you knew it would take to work.",1363
1678974063308578816',"Kim K had a sex tape.
Logan P had a video mocking people who killed themselves.
Kanye has…a lot of things.

You can mess up - big time - but it only kills you long term if you let it.

You can recover from anything but death.",4205
1678864398125875200',"If you want to become friends with someone ahead of you - never flex your relationship with them for personal gain.

1) They’ll find out, and you’ll look like everyone else.

2) Friends don’t do that, which makes you just like everyone else.",1348
1678825270680207360',"IQ = Ability to predict things
EQ = Ability to predict people 

IQ is more useful to the human race.
EQ is more useful to the human who has it.",3071
1678806496669302784',"Affiliates in a nutshell:

1) Figure out who has your audience
2) Figure out what they want more than anything
3) Give it to them, then ask them if they’d be willing to share something that benefits them - and their audience - that happens to help you.",754
1678779973375778828',"The fastest path to getting ignored by people ahead of you is to interact with them, then immediately post about it to posture yourself.",1850
1678742517494464512',"You’re not afraid of failing. 

You’re afraid of what other people will think of you if you fail.

But if you’re afraid of that, imagine what they think of you when you aren’t even trying.

Oh yea, they aren’t.",3301
1678625948017754114',It’s better to have people attack you for your success than defend you for giving up.,2381
1678548451498377219',"If you’re between two actions to take:

Choose the one that’s the story you’d prefer to tell for the rest of your life.",4657
1678510704763056132',You should only be ashamed of your marketing if you are ashamed of your product.,1330
1678493081144815634',"Whenever a decision feels confusing to me, it usually means I’m optimizing for multiple goals. 

Figure out the goal and the path becomes easier to pick.",1401
1678451558869082126',"A mentor used to tell me “solve for zero”

What he meant was…

Find the thing that costs you no time but makes you money.

Then do 100 times more of it.",3017
1678399326328946696',"Don’t expect to be understood by people who want it less than you.

The very fact that they don’t understand, is how you know you’re doing it right.",2361
1678277923726405633',"My dad told me this when I was a single:

“Everyone has a type. And you’ll date plenty of people who are that type. But chances are - you won’t marry your type. Because if you were, you wouldn’t have a type, you’d have a wife.”

Maybe it’s worth taking a shot with someone new.",2064
1678240328145571842',"Buying shit you don’t need is guaranteed to make you poorer, but not happier.

Potential upside. 
Guaranteed downside. 
Bad bet.",1401
1678115943065743360',"I think sandwiches, as a category, are underrated.",999
1678068727361994752',"It’s frightening how often the solution to business problems is, do nothing, or do more of what’s working.",1143
1678032547744186369',"People overestimate the power of a 30min morning routine and underestimate the power of moving 30min away. 

If you wanna change your life, change your environment. 

Much easier to paint a new life on a blank canvas than on a cover up tattoo.",2452
1678004866998996993',"Sometimes it really is as simple as:

Double your leads. 
Double your business.",1432
1677896328612020224',"Not to piss off the positive pollys in the room but…

If you haven’t gotten what you want, then you’re not “worthy” of it.

Period. 

And that’s okay.

Now you can admit you suck and improve.

Better to know you’re bad for a season than pretend you’re good for a lifetime.",3066
1677868973302374401',"People say “have some common sense.” We know it when we see it but have trouble defining it.

So here’s my best attempt:

Having common sense = being a good predictor of how other people will act or react

Also swaps for “street smart”",564
1677821153870508034',"The fastest way to kill your spouses dreams is to tell them all the reasons it’s not gonna work. 

As though they didn’t already know that.

They come to you to be the one person to tell them you believe they can make it work.",2335
1677797247818387457',"If someone gives you feedback saying something you made isn’t good because of XYZ…

They’re usually right that it’s not good.
They’re usually wrong about why.

Make it better but ignore their advice.",891
1677765794229284865',"There’s a difference between being there for a friend when they’re down and letting them stay there.

A frenemy is there for you when you’re down. A friend doesn’t let you stay there.",770
1677730561798930432',"If you act differently when you’re alone than when you’re in front of other people, then you value their opinions of you more than your own.",2173
1677699105089265664',Don’t let the world distract you from your obsession.,2223
1677681793531793408',"I was talking to a friend of mine who decided recently to get into the content game.

He asked why my content was getting more reach than his.

I said “I don’t know. We put out about 250 per week. How many pieces a week are you putting out?”

He replied “I’m posting a measly once a day. Ha! Thank you for resetting my minimum standard.”

He’s already an incredibly successful man (more than me) and it instantly *clicked* for him. 

Volume. (But there’s more to it than that)

I’ve had this happen to me in business more times than I can count.

I think “oh I should just do 30% more or 50% more.”

But the people who are beating me aren’t doing 50 PERCENT more, they’re doing 50 TIMES more. Big. Difference.

We think we’re doing something wrong, but in reality we aren’t doing nearly enough of it.

To get 5x the results sometimes you have to put in 50x the effort.",2572
1677663263226736641',"Real friend test:

1) They mourn with you when you have bad news.

2) They celebrate (genuinely) when you have good news (especially when it’s better than their good news).

3) They can do both without comparing to themselves/their experiences",1354
1677553597608001545',My all time undefeated champion way of solving problems is…deciding they aren’t problems and moving on.,1276
1677509102187036672',To become our best selves we had to go through our worst circumstances.,2759
1677471355506180098',"Anything that is easy to do, other people will do, and those people you don’t want to associate with.

So do the hard thing and enter a smaller room you’d be proud to associate with.",1900
1677431088178683905',"Why most business dudes can’t grow audiences:

They spend 99% of their time posturing and 1% adding value to the people they want to pay attention to them.",806
1677397111665467413',"“Shoulds” are dangerous.

They start wars, end marriages, and crush societies.

They are expectations we project on an uncaring universe.

There are only things that are - and - are not. “Should” only exists in our mind and be locked in our mental vault next to “deserve.”",1002
1677366253382688768',"My goal is to die without two things:

1) Secrets
2) Anything left to give

Which would enable me to live without the third:

3) Regret.",1298
1677317646574919688',"Ways to not feel stressed when ‘bad’ stuff happens:

1) Decide it isn’t bad. It just is. Remind yourself that you’re the one calling it bad. Most ‘bad’ things in the micro becomes ‘good’ things in the macro. 

2) See if you can remember something of equal importance from 20 years ago. If not, it probably won’t matter in the future. And it won’t matter then, it doesn’t matter now.

3) Imagine this bad thing happened every hour of everyday for the next two years. How would you feel on the 1,000th time of this happening? Probably like it’s just ‘part of life’. If it can feel that way then, it can feel that way now.

4) Remind yourself that if you zoom far enough out in space. Right now. That you can’t even see the earth. Reminds us that big problems are only big when compared to small things. Change what you compare your problems to, and they become small problems (or stop being one all together).

5) Remind yourself that right now. We remember entire civilizations as the ancient “X-ans”. Romans. Sumerians. Babylonians. And we may be the Ancient Americans to a future gen. Barely even remembering names of leaders. If we can’t remember their names, their problems certainly didn’t matter.

6) Jail. Bankruptcy. Ridicule. Whatever “terrible” thing it is. Be grateful that you get to have this unique human experience. Most people may not ever experience it. But you can. Which gives you deeper insight no one can take from you. And that’s something to be grateful for. 

7) Remind yourself that the output of hard circumstances is strong character. After all, hard people don’t come from easy times. So we can’t wish for one without the other. In many cases, we’re getting our wish - to become the best version of ourselves. And this is just the way we become it.

These frames have helped me more than I can say. Hope they helps you.",1792
1677301867175612416',"A personal reminder to anyone who stresses a lot:

If you zoom out far enough, you can’t even see the earth.

Nothing is a big deal. Ever.",2545
1677272545500831744',I love the days when I have nothing on my calendar. Gives me more time to work.,783
1677185485326917632',"I’ve learned I’m way less nervous for things I know I couldn’t have done anymore work to prepare for.

Use up all your fucks before you enter the arena and you’ll have none left to stress yourself out with after it’s done.",741
1677123785051475968',"Being selfish is a skill. 
Most people are bad at it because they try to get too much, too soon.
But, the key to every kingdom is in plain sight.
You just have to wait a few years to get your payoff.
And if you play the game that way, people start calling you ‘selfless.’
But, in reality, you’re just good at being selfish.",1388
1677101412390502400',"“I had no idea what I was doing last year” - me, every year.",1596
1677059595477590016',"One of the best negotiating strategies I’ve ever found is:

Telling the whole truth.

“This is what I want to do. This is what would benefit me. This is what would benefit you. These are my risks. These are your risks. I think we both end up better off. Whaddya think?”

Shocking.",4142
1677003503661903872',"218,000 People registered
67,000 Words
3,500 hours
273 Pages
106 Drawings
62 Pro Tips
8 Tweets
5 Sections
2 Years
1 Cookbook for making money.

$100M Leads - I release LIVE at our first virtual event ever: Sat Aug 19.

Free goodies. Tell ya friends.

LINK IN BIO. See you there ✊🏽",1882
1676816213668954112',Life is hard. Believing it should be easy makes it harder.,2770
1676783063873867776',Regret for the past only happens if you dislike the present.,1880
1676691989507756032',"You can’t both be exceptional and feel like you belong in mediocre rooms.

Pick.",1550
1676610134846603264',"There will be a time in the not too distant future where making mistakes will be seen as a plus because you’re communicating with a human instead of AI.

Then AI will learn this and intentionally make mistakes…to sound more human.",871
1676605832442650625',You can make accurate predictions of cultural moves based on what decision benefits us in the short term - often - independent from long term ramifications.,350
1676430747178086400',"You can track almost all major business growth (or decline) inflection points to hiring and firing decisions of key personnel.

People build businesses.

Build the people and they’ll build the business.

Diminish people, and they’ll destroy the business along with you.",1021
1676392997414379522',"That feeling of loneliness - makes you normal in the right rooms. 

You’re just surrounded by the wrong people.

And if we’re being honest - are they really where you wanna feel like you belong?",1444
1676348955276222464',"My favorite way to stop feeling angry:

Remind myself I don’t matter.",1544
1676301142563733504',"To all the gladiators in the arena:

You are the broad shoulders upon which this great nation sits. 

Our forefathers rebelled against an empire with the desire to live life on their own terms.

They fought. And won.

Happy Independence Day.",756
1676256066609500160',There’s no sales tactic in the world that beats truly believing in what you sell.,2423
1676230676134109186',"Hard conversations create easy growth.

Easy conversations create hard growth.",1796
1676184213236711425',"For the people in the back:

Advanced people never don’t do the basics.

We need to be reminded more than we need to be taught.",1026
1676058287320576006',If you don’t have any failures - you’re not doing enough stuff.,2447
1676009213938614272',"If you’ve stayed at the same income level for a long time it either means you’re doing the wrong stuff or not doing enough of it.

The first you fix with strategy. 
The second you fix with talent.",1328
1675985310029684736',"You don’t owe anyone anything.

- And - 

They don’t owe you anything either.

“Do no harm take no shit.”",1520
1675945181189931008',"My dad used to tell me:

“I don’t play a game unless I know I’m going to win”

And some might take that as trying to only go after safe bets. 

But he meant it - and I took it - to mean something entirely different.

What he was articulating - in his way - was the idea of having “unfair” (not unethical) advantages in a game.

It’s a tiny thing, but it’s something I continue to give more and more thought to. 

“How can I rig this game so I can’t lose?”

In one way - it’s about eliminating downside. 

In the other - it’s about maximizing upside. 

And as a mental framework when approaching investments in a business - it’s one I use a lot. 

How can we make it so we can’t lose?

How can we make it is winning is inevitable?

The big variable that confounds results is a four letter word - Time. 

What is winning?
When do we measure it?

And most times - when people talk about winning - they talk about it on different timeliness. And that’s what creates confusion.

The nice thing is though - if you want a win tomorrow - it’s gonna be hard to engineer and there’s a lot of competition. See: Day-trading and Jim Simmons. 

But if you’re willing to expand the time horizon you can engineer most games to be un-loseable. 

It’s because there’s little competition when you compete on a 20 year time horizon. So there’s plenty of room for big obvious moves.

Then, you just gotta give time, time.",1342
1675916168878755840',"When stuff isn’t working, don’t try and solve it by doing a new thing.

Fix the first thing.",1187
1675895206082912256',"I try to catch myself when I think 

“I just wish I knew what was going to happen - if it works out” 

It’s a terrible wish. 

If you knew everything, you’d be bored beyond belief. And you’d rob yourself of discovery and surprise.

Not knowing is what makes life worth living.",1103
1675654935827091456',"If everyone could just realize that your mom sister brother father friends strangers on social medias mean comments will not break you - you could have whatever you want.

Everything you want sits on the other side of a mountain of rejection.",1325
1675557947328569344',"We’re officially past the halfway point of the year.

If you’re not more than halfway to your goals…time to lock in. 

Champions are made in the second half.",4151
1675538145583206402',"Pick the story you want to tell before you start. 

Then make it real.",1484
1675470664797503488',"Motivated younger men:

For the love of god, stop dating women who try to diminish you.",3736
1675362574345306112',"Being a good spouse comes down to only one thing:

Helping the other person become the best version of themselves. 

Through it all. No matter what.",2156
1675347222568005632',"Real world money morning routine:

Instead of checking your social media and texts when you wake up everyday…check your bank account.",1891
1675301822100275200',"You know those people who you’re like “man - that was a really fucking smart move…he’s always on top of his shit. Damn.”

The only way you become one of them is doing a shitload of work when no one else is looking to make the 5min move seem like a masterpiece.",1234
1675292621584072704',"The internet has connected people. 

People who were once outliers find communities in which they belong. 

Niche communities with shared values.

Everyone just wants to belong. 

And we may need to reshuffle geographically to make it happen.

This is a post for future reference.",658
1675193222786859009',Generational wealth is transferred through education not assets.,3730
1674788277088555009',"The weak strive to be nice.
The strong strive to be kind.
And sometimes kindness hurts.",1119
1674778616692080641',"I think most aspiring “creators” miss one crucial point about content:

The messenger is inextricably linked with the message.

If you haven’t done shit - no matter how good your educational content may be - you don’t have credibility.

If you do hard shit, telling story is easy.",1122
1674735833620905988',"The bigger the goals you set - the bigger failures you get. 

Scars we collect from the monsters we’ve slain.",2511
1674597407793790977',All micro failures become macro successes if you can learn from them.,1538
1674550855318511618',"You don’t make your money from the first thing you sell. 

You make it from the second based on the value (and promises kept) of the first.",1016
1674486684795150346',"My favorite “dad rule” of all time:

“Leave things better than you found them.”

It applies to people, places, and things.

And if we all followed it, we’d all continuously make everyone and everything better. 

Hard to think of a better purpose.

“He left us better.”",2103
1674437613988487168',"A practice I’ve found helpful for sticking with things:

List out all the excuses you think you will give yourself not to do it ahead of time.

Then overcome them mentally before you need to do it in the real world.",1398
1674405059751448578',"The hardest part of the plan isn’t thinking of the plan, or even doing the plan…it’s sticking with the plan.",3150
1674275802408718336',"The world will pay you more in the short term to lie, but more in the long term to tell the truth.",1781
1673899787526246401',"Sadness comes from a lack of options.

It’s a feeling of hopelessness. 

Whenever I get that feeling, I like to think ‘This is ignorance not sadness. It means I don’t know enough. And that, I can control.’",2436
1673766896615956481',"For anyone struggling to get work done, you’d be amazed how much can finish when you set a timer for 45min and turn off your notifications.",2406
1673654969314992130',Despite all the hard shit you’re going through you just gotta believe with all your fucking heart that you’re gonna make it.,4515
1673534159170437123',"I can describe the perspective I want to achieve in my life in two words:

“Old eyes”

The eyes of a loving grandfather on a current situation. Even if the person in that situation is young me.",609
1673500183366180864',"Pro tip for content creation:

Whenever you see something that generates emotion, document why into content. 

Chances are - if it makes you feel a certain way - it’ll make other people feel that way too.",1489
1673457408746692610',"Most setbacks become successes when you expand the timeline. 

Which means we need to change our perspective on failure rather than avoid it.",1812
1673382309620506624',"This personal message to a young man working two jobs with a one year old son has become my second highest seen video across all channels. 

watch this if you're tired of being broke...",4804
1673369323841134593',"Stories get handed down more times to more people than any asset.

They, not your assets, will be what’s left of you when you’re gone.

Figure out what you want that story to be, then live it out.",698
1673327980553310208',"How many businesses does it take to make a millionaire?

One. 

Is it easier to do two things or one? 

One.

How many businesses do people have to become billionaires?

One.

And yet…

Everyone is fooled by people saying to have 7 income streams who don’t even have one.

Focus.",3707
1673145344404733953',"Hot take:

Your spouse should be more interested in splurging on your future than splurging on your wedding.",2066
1673107592149704704',"Beware of people who tell you your dreams are impossible.

Just because they can’t do it doesn’t mean you can’t do it.

And even if you can’t do it, it doesn’t mean it can’t be done. 

You just can’t do it…yet.",1712
1673073456320249856',"Reminder: You’re not that good.

Proof: Remember how you thought you were hot shit 10 years ago and today you think you were an idiot then?

Future you feels the same way about you today.",1928
1673016118980775937',"I’ve said that you should offer to work for free for someone to learn from them. Two caveats:

1) Go for someone 1-2 steps ahead of you, not 20. Elon musk doesn’t need someone getting his coffee.

2) Don’t offer to do stuff for free. DO IT. Don’t ask “how can I provide value?”

^It’s now costing me time to try and figure out a way for you to provide value to me.

Be an adult. Do your homework. Figure out what you can do. Then DO IT. And expect that the person won’t care. 

Then keep doing it. And if it’s good, they’ll give you a shot. 

You gotta remember - you’re the one with everything to gain here. 

Low skilled labor is not in short supply. And training people is expensive.

So - if you want someone further ahead to give you a hand, give them something they’d wanna stick out their hand for. 

And if no one is taking you up on your offer, you’ve gotta make it better. Simple as that. 

And real talk - sometimes timing isn’t right. I had someone ask to translate one of my books for me. I was distracted. And I said I don’t have time for this now. Guy took it personally. 6 months later I hired a book manager and we’re translating in a lot of languages now. If he reached out now - it would probably work out. No different effort. Just timing FOR ME. 

An offer I would take is something that helps me NOW. Make my life easier and faster INCLUDING the interaction w the person (hard hurdle). 

Real real - if you wanna do something for me you’re probably gonna have to do work for a leader in my company. Then they’ll offer you a job and I won’t be involved. 

Anyways - the work for free cheat sheet:
1) Target people a couple steps ahead not eons ahead. 
2) Provide the value first. Don’t ask what you can do.
3) Make then an offer so good theyd feel stupid saying no: what they want, easier, faster, risk free. 

—>and realize that the timing may not be right - and be willing to ask more than one person or ask again in the future without getting butthurt.",1981
1672834556058288128',The only people who are undefeated in business haven’t been playing long enough.,1184
1672802162634821634',"The game isn’t about not losing.

It’s about not quitting when you do.",3050
1672639515234648065',"How many units you sell in your first week is an indicator of how good you are at making promises. 

How many units you sell in a decade is an indicator of how good you are at keeping promises.",891
1672569047416729600',There are few things I’m more grateful for than a great nights sleep.,985
1672452021650178048',"There are only two amounts of money you can make in your life:

“Enough” and “Not Enough”

Pick the one that serves you.",1070
1672420571253014528',"Customers vote with their dollars about the things that they care about.

Stop wishing for a recount.

The goal is to sell them what they want, not what you think they should want.",757
1672384080346742785',Customer feedback > Everyone else’s opinions,1026
1672353884042326018',Unless they’re ahead of you - take their hate as envy.,1954
1672320125327011840',"My first mentor gave me a call. Happens maybe once a year. 

He was helping a local entrepreneur.

The guy kept trying to sell stuff no one wanted.

He gave him simple advice & the guy started winning:

“Sell what’s profitable for you and what the customers want the most.”",1399
1672256244118335488',"Most people don’t mature as they age.
They just stay the same and get older.",2532
1672073580560121857',"Great chat about scaling business and lessons along the way with DaveRamsey 

Coming soon to the internet.",1457
1671869545726738437',"You don’t silence haters. 
You drown them out by making your message that much louder.",1284
1671612238829068289',Just because they’re related to you doesn’t mean they have good advice.,2154
1671564222843727874',"If Bill Gates had never sold a share of Microsoft after going public - and had done nothing else - he’d be worth $1.1T (trillion) today…

As in - 1,100 billions.

As in - larger than GDP of 180/195 countries.

As in - one man - same as Mexico’s entire GDP.

Gotta try harder 😂😂",1572
1671353537748672512',If you actually followed your own advice you’d be better than you are.,3939
1671292923923816448',"People don’t want you to be the best version of yourself.

They want you to be the version of you that best serves them.",3794
1671173623401558016',"When someone shows you who they are, believe them.",1241
1671154733959221249',Make plans that work even when luck works against you.,1246
1671119509292298242',"If your plan requires luck, then it’s a bad plan.",2026
1670994075124891648',"To Ivante - the young man who stopped me at the grocery store working 2 jobs with a 1 year old who asked for advice on how to get ahead - I gave you a short answer because I was in a rush and it ate at me. So if you follow me here, maybe you’ll read this.

What you’re going through is tough. 
Being so young and already having to support a child is not easy.
But you’ll have the opportunity to become an amazing inspiration in a way I never could. Your success story will become your sermon.

That being said - onto the advice:

You’re gonna need to assume luck isn’t real. Or that it applies to everyone else but you.
Because the only way you’re gonna get out of your surroundings is by having something of value other people want.

And right now, the only thing you have is your time - with low skills - to trade.

Which is a hard game to play.

You’ll have to trade a lot only to get a little.

So - you’re main objective is to have the time to learn a skill while providing for your family.

That means, in the short term, your family may have to suffer. Scratch that. Your family will suffer. But better now when they’re too young to remember than when they’re too old to forget.

Again, not forever. But for now. 

So these are the things you’re gonna have to do. And this isn’t ‘dabble’ stuff. 

This is - wake the f*ck up because if you don’t - you’re gonna blink and be 30 in the same spot, but worse. 

1) Cut all costs. And I mean ALL costs. You don’t eat out anymore. For anything. And if you’re hungry, you deal with it. If it’s not from a discount grocery store, you don’t buy it. Clothing - ha! What you’ve got is everything you need for the next two years. Period. No exceptions. Reuse. Trade or go to goodwill. You go to work. You go home. And home - is ideally with your family, or worst case, with another family also trying to make it and save. And it’s gotta be as cheap as you possible.

2) Increase your income. You’re working two jobs. Your free time, spend applying to other jobs closer to what you want to do. Any at home phone sales job has starter roles that require zero experience that pay $40k/yr or more. Do that, and work your other job in between. If you can’t, drive Uber. If you don’t have a car, save up until you do.

3) The easiest thing to sell is someone else’s stuff. So start there. Then, learn how to buy stuff for cheap and flip it. The bigger the thing, the more you make. You go from flipping cards to furniture to homes. And the limit never really stops there. 

Final note: I could hear the stress in your voice when you were talking to me about your situation. It sounded like you didn’t know what to do. Sadness comes from a lack of options. It’s a feeling of hopelessness. But whenever you feel that, I want you to think ‘this is ignorance not sadness—it means I don’t know enough, and that, I can control.’

You asked to come work for free for me. 

But I have no need for low skilled labor. 

But I do have need for high skilled beasts. 

It’s why I make the books and the courses and the content, everywhere, for free.

So use those. Then get yourself a higher paying job. And everyday apply for higher paying ones (I recommend sales to start). 

Then once you get in there - for the love of god work until your fingers bleed because you have no other option. 

You have no luck. Nothing is gonna work out in your favor. You’re not gonna catch a break. 

You’re gonna have to make it happen. You’re gonna have to force it.

You’ve gotta become undeniable. 

And the best news is - you can do that in less than a year. 

So that’s my advice: 

1) cut all your costs. Everything.
2) work more to make more. And apply to better jobs. Learn to sell. 
3) Start selling more expensive stuff then eventually stuff you own. 

The game is just trading up. Over and over and over again. You’re just a few trades away from a very different financial situation.",5518
1670954080100044801',You are not free until you are willing to be hated for the thing you love.,2319
1670894196277022723',"Trust is just like respect.

If you don’t give it, you don’t get it.",1237
1670612424947294209',Most advice we give to strangers is what we wish we could tell our younger selves.,1603
1670566114395561984',"Best life advice my father gave me:

1) Leave it better than you found it.

2) God gave you the power to ignore, use it. 

3) It’s better to be envied than pitied.

4) You’ve been through worse than anything they can do to you.

5) Whatever you do, be the best.",2301
1670518034006507522',"The more I listen to this - the better my life gets:

If they don’t have what you want, don’t listen to what they say.",3203
1670484065781182465',"Fathers: 

What’s the single best piece of fatherly advice you have either given or received?",1766
1670444890646548480',"Give up tomorrow. Today, you fight.

Happy Father’s Day ✊🏽",906
1670392205494632455',"Reaching out to strangers only makes you money. You either:

1) Get nothing and end up in the same position as before.

2) You make money. 

So whether it’s 1 no or 1000 nos, you’re in the same spot. But 1 yes, can change everything.

No downside from no.
All upside from yes.",2464
1670214785646964737',"Imagine you roll dice.

If they land on double sixes, you make money.

All other variations, you lose nothing. 

Either way, you get to roll again.

So what do you do to maximize $?

You roll as many times as you can.

Now, think about this as sales calls instead of rolling dice.",2347
1670142969180200960',A lot of money sits on the other side of being willing to get rejected by strangers.,3687
1669849971745751040',"A saying I picked up for hard times:

‘You can die when you’re done.’",1245
1669771476554383361',If you listen to your competition more than your customers that means you trust their judgement of what your customers want more than your own.,742
1669677504859078656',"Consider yourself lucky if you find even one human who believes in you more than you do.

And - never let them go.",4045
1669545371649884161',"Most of my audience think it’s directed at them, but it’s directed at me. 

It’s me shouting at myself in the mirror everyday to remind myself not be an idiot and keep doing the boring work, no matter how much I resent it.",1271
1669497562305273859',"I think the winner’s mindset sits in the uncomfortable place between two surface-level contradictions:

Extreme paranoia in the present and unshakeable faith in the future.

The tension between the two makes someone hard to beat today and hard to outlast tomorrow.",1387
1669457299054768129',"There’s a lot of money left on the table by people selling subscriptions instead of bulk.

I’ll buy a year up front in bulk (especially at a discount) instead of a subscription.

But if I’m only offered a subscription, I might not buy at all. 

And that’s the opportunity.",911
1669409487109668890',"Personal goal with every deal I do:

Make it the best deal the other person will ever make in their lifetime.",887
1669376509503770624',"A mistake I’ve made too many times:

Making big decisions on a poor nights sleep. 

It’s worth taking the extra day.",1388
1669023401741291520',"Find something people don’t want to cancel.

Then, sell as many people as you can.",1249
1668756833950126080',"Something that’s worked surprisingly well for me when I feel stressed…

Quieting the external world to quiet my internal one.

I cover my ears (plugs or ear muffs).

One of those weird tricks you’ve gotta experience to believe.

I figured I’d share for anyone who needs it.",891
1668720460333453312',"People who achieve goals faster, don’t actually move *faster*—they achieve more with every step. 

This is the basis of leverage. 
They get more for what they put in. 

If you’re not moving as fast as you want, you may be doing the wrong stuff.",1593
1668669427049697280',"When people copy - they copy the wrong stuff because they don’t know why it worked to begin with.

And when it breaks - they don’t know how to fix it because they didn’t build it.

So don’t sweat it. 

Copy cats will always be behind.",1114
1668646017112358913',"Advice to my younger self: 

Document your life more. Otherwise, you’ll forget the details. And the details are what make it worth remembering.",4377
1668500089420271616',You can’t buy your life back with the money you got for it.,1317
1668307215785111561',"“Great employees are expensive but bad employees cost a fortune.”

One of the biggest arbitrages of value in the marketplace is the price discrepancy between A-players and B-players. 

You pay 25% more for 5x the output.

I’d make that trade everyday.",1393
1668258934572851200',Only thing worse than hiring smart people who leave you is hiring dumb people who stay.,1390
1667585685191274496',Don’t trade your self-respect for someone else’s.,954
1667571820260884482',"As far as partners are concerned, I want someone who wants it even worse than me. 

And by “it” I mean - whatever is most important to me.

And if we both people feel that way, we both get what we want - without compromise.",701
1667536328920289280',"Heroes and villains always have the same back story—pain.

The difference is what they choose to do about it.

Villain says “the world hurt me, I’ll hurt it back”

Hero says “the world hurt me, I’m not gonna let it hurt anyone else.”

Heroes use pain. Villains are used by it.",2024
1667304199447810049',We made this day in the life video to give a little more color to my 120 character tweets. Hope you enjoy it as much as we put time into making it for you. Keep crushing. ✊🏽,592
1667272898434809857',"Hard and soft skills are another way of saying:

“Skills we have an easy way to measure and skills we haven’t figured out how to measure yet.”",514
1667216282846916608',"Whenever you think “why can’t everyone get this - it’s so easy?” 

Remember that the fact that everyone doesn’t get XYZ is why your skill set is valued.",1107
1667164237809213440',"Backwards Scheduling Tip:

Try scheduling your meetings from the end of the day backwards so that you start your day with the largest block of free time.",456
1667138268725489668',"If you’re a new business owner - you’re first objective is to let people know about your stuff.

For context: that usually means four hours per day minimum spent promoting the thing you sell. 

After all, you can’t improve your stuff until you’ve got someone to give you feedback.",1418
1667017470241013760',"In every company, the person who cares the most should be in charge.

And sometimes - that isn’t the founder.",1145
1666984826430447616',"Advice from my father:

“No matter how bad it gets, always remember—It’s better to be envied than pitied.”",2280
1666972171518767105',"I used to think internal competition was good. 

I think I was wrong. Here’s why:

Internal competition creates conflict.
External competition creates cohesion.

In other words - find a common enemy and beat them rather than beating each other.",790
1666940713559289856',The biggest change in my business behavior between $1000 and $100M is how much effort I put into something before I think it’s “good enough”.,1213
1666908391418253313',"Just like there’s nothing wrong with a rainy day, there’s nothing wrong with being unhappy.

Most people aren’t as happy as you think they are.

There’s nothing wrong with you.",1227
1666671453629034499',"You don’t have to “beat” competition.
Just give more to their customers than they do.",1494
1666638077484474371',"Spent last two days recording. 
Big stuff coming for #mozination.
Can’t wait to show you guys.",635
1666090272709840897',The more disadvantages you have when you start the more epic the story you have when you win.,2941
1666077915921129472',"If everyone redefined the word “blame” as “give power to”, they’d think more carefully about where they pointed their finger.",1229
1665931929106157568',"Observation:

Fanny packs get worn just about everywhere except the fanny.",458
1665511291836825602',People don’t think for themselves because it’s a lot less work to copy someone else’s opinion.,1436
1665476059851096064',"I’m always amazed at the number of people who fight tooth and nail to defend beliefs that don’t serve them.

It’s like hostages defending their captor.

If something you *assume* doesn’t serve you, consider changing your assumption to one that does.",1085
1665455902135074816',"Roomate rent hack:

If one bedroom is nicer than the other, splitting rent isn’t fair to the person who has the worse bedroom.

Solution: One roomate picks the rent split between each room. 

The other roomate picks the one they want.",1701
1665373256654651394',"If you never stop playing, you win.

Making “not quitting” the ultimate winning skill.",2428
1665371574843633670',"We question all of our beliefs, except for those that we truly believe.

And those, we never think of question.",593
1665334374814892033',"It’s wild how many people I see giving advice on getting to “8 figures” who aren’t doing 8 figures. 

Same people ask what they need to do differently with their content. 

Tell the truth.",955
1665133804766240768',"There’s a fine line between seeking feedback and seeking approval.

The first gives you information.

The second gives you addiction.",1090
1665068371681878016',Just because you learn from someone doesn’t mean you need to become them.,1622
1665060729811091456',"Reminder to everyone trying to lose weight—if you don’t eat for long enough, you lose weight. 

Give it a try rather than the newest marketed diet.",1612
1665050369880195072',"Rather thank picking up your next book, take action on your last book.",1768
1665007479158177793',"When you’re a kid, you think anything besides sweet/salty/fat is gross.

As you mature, your pallet expands. 

When it comes to living, a lot of folks stay stuck with a kid’s pallet for life. 

Gotta learn to appreciate the bitter “dark chocolate” kinda day.",825
